,id_news,country,media_outlet,url,title,text,date
0,753309.0,chile,horas24,https://www.24horas.cl/nacional/contralor-de-la-republica-confirma-auditoria-en-relacion-al-milicogate-2006049,Contralor de la República confirma auditoría en relación al Milicogate,"El Contralor General de la República, Jorge Bermúdez, confirmó que se llevará adelante una auditoría a las compras del Ejército en relación al caso Milicogate. La idea es analizar la gestión del recientemente cuestionado ex Comandante en Jefe del Ejército, Juan Miguel Fuente-Alba, y cómo se utilizó la Ley Reservada del Cobre durante el período que estuvo a la cabeza de dicha entidad. Si bien Bermúdez aclaró que no se puede revisar el patrimonio del general (r) en particular, sí se puede hacer un análisis de su gestión a cargo del Ejército. ""Él ya no es funcionario público y, por lo tanto, nosotros no tenemos competencia respecto de la situación patrimonial de ese ex funcionario"", comentó el contralor, citado por Radio Cooperativa. Juan Miguel Fuente-Alba es objeto de una investigación de la Fiscalía Centro Norte en torno a un posible enriquecimiento ilícito, situación que fue expuesta a través del programa Informe Especial. Dichas diligencias buscan aclarar cómo el ex comandante del Ejército acumuló propiedades de alto valor y cómo su patrimonio asciende hasta los tres mil millones de pesos, según estimaciones. 24Horas.cl también te recomienda: Milicogate: Investigan enriquecimiento ilícito del ex comandante Fuente-Alba Milicogate: El abultado patrimonio del ex comandante Juan Miguel Fuente-Alba Comisión investigadora de Milicogate citará nuevamente a Juan Miguel Fuente-Alba Abogado Daza por caso Fuente-Alba: ""Es sólo la punta de un gran iceberg"" Informe Especial: Antecedentes exclusivos de #Generalgate General Fuente-Alba: ""Jamás he hecho mal uso de los recursos fiscales"" Foto: Agencia Uno.",2016-05-04
1,698303.0,chile,horas24,https://www.24horas.cl/nacional/milicogate-ejercito-sancionara-a-31-funcionarios-por-caso-de-fraude-al-fisco--2115595,"""MilicoGate"": Ejército sancionará a 31 funcionarios por caso de fraude al fisco","Noticias relacionadas Sumario revela que caso ""milicogate"" habría generado pérdidas de más de 5 mil millones de pesos al EjércitoLeer más Caso Milicogate: Formalizan a ex proveedor del Ejército por fraude al fiscoLeer más El Ejército de Chile informó a través de un comunicado que debido a los resultados arrojados por el sumario interno respecto a casos de fraude al fisco con recursos de la Ley Reservada del Cobre, un total de 31 integrantes de la institución recibirán diversos tipos de sanciones. Según el detalle informado por Cooperativa, se trata de 12 oficiales superiores y jefes, además de 15 integrantes del cuerpo permanente y cuatro empleados civiles de planta. Los cargos que enfrentan son ""faltas de control jerárquico, probidad administrativa y negligencia"", y el personal tiene derecho a presentar sus descargos. El fiscal Ernesto Tejos ha sido el encargado de formular los cargos disciplinarios.  24HORAS TE RECOMIENDA Informe Especial reveló graves denuncias e irregularidades en el Ejército Sumario revela que caso ""milicogate"" habría generado pérdidas de más de 5 mil millones de pesos al Ejército",2016-08-26
2,4312019.0,chile,elciudadano,https://www.elciudadano.com/politica/milicogate-justicia-civil-vera-aumento-de-patrimonio-de-fuente-alba/02/10/,Milicogate: Justicia civil verá aumento de patrimonio de Fuente-Alba," El Séptimo Juzgado de Garantía de Santiago determinó que la justicia civil investigue el delito de lavado de activos por el que está imputado el excomandante en jefe del Ejército Juan Miguel Fuente-Alba en el marco del caso denominado Milicogate. En la sentencia, la jueza Marcia Figueroa argumentó que “se rechaza la solicitud de incompetencia y sólo se adscribe a la solicitud de remitir los delitos funcionarios a la justicia militar”. Con esto se ratifica la investigación y juicio civil para el procesado en el marco del caso “Milicogate” Con esto, Fuente-Alba deberá comparecer en la justicia civil por el aumento injustificado de patrimonio, el que al salir de la institución, alcanzaba los 1800 millones de pesos, pese a percibir un salario de 3 millones 500 mil pesos.",2017-02-10
3,753286.0,chile,horas24,https://www.24horas.cl/nacional/denuncian-que-hijos-de-general-oviedo-recibieron-pasaportes-diplomaticos-indebidos-2006099,Denuncian que hijos de general Oviedo recibieron pasaportes diplomáticos indebidos,"Una nueva denuncia compromete al alto mando del Ejército a raíz de la arista del caso Milicogate, en que la Fiscalía investiga al ex Comandante en Jefe, Juan Miguel Fuente-Alba por enriquecimiento ilícito. Según indicó el abogado Cristián Cruz, quien investiga el desfalco en la institución, el general Humberto Oviedo solicitó en 2010 al entonces subsecretario de Relaciones Exteriores, Fernando Schmidt Ariztía, pasaportes diplomáticos para sus hijos Humberto y Diego Oviedo Stegmann. El argumento de Oviedo para hacer posible la petición incluye parte del Reglamento de Pasaportes Diplomáticos y Oficiales, donde se explicita que se pueden otorgar estos documentos a personas no contempladas, ""únicamente cuando deban viajar al exterior en cumplimiento de misiones oficiales"". Sin embargo, los hijos de Oviedo no viajaron en el marco de una misión oficial. Asimismo, la denuncia indica que Humberto Oviedo Stegman obtuvo pagos de la Embajada de Chile por 3.000 dólares por servicios descritos como ""Coordinador de Eventos"" -entre agosto y octubre de 2011- por apoyar la muestra sobre el rescate de la Mina San José en el Museo Smithsoniano. ""A pesar de que no correspondía, la Cancillería le entregó tal para viajar a Estados Unidos y, una vez allá, su hijo se ganó 3.000 dólares de la embajada de Chile sin siquiera dar una boleta de honorarios"", señaló Cristián Cruz. Revisa los documentos a continuación: DOCUMENTOS OVIEDO.pdf 24horas.cl te recomienda: Milicogate: Monticello afirma que emitió 15 alertas a la Unidad de Análisis Financiero General Oviedo realiza videoconferencia y asegura: ""Nosotrs no estamos por esconder nada"" Bachelet por Fuente-Alba: ""Es tema de la justicia determinar si la denuncia es efectiva"" Ejército por Milicogate: ""No amparamos situaciones que puedan ser constitutivas de delitos"" Foto: Agencia Uno",2016-05-04
4,755113.0,chile,horas24,https://www.24horas.cl/nacional/abogado-daza-por-caso-fuente-alba-es-solo-la-punta-de-un-gran-iceberg-2003236,"Abogado Daza por caso Fuente-Alba: ""Es sólo la punta de un gran iceberg""","Continúan las investigaciones en el caso denominado Milicogate, luego que se abriera una nueva arista en torno a un eventual enriquecimiento injustificado por parte del ex comandante en Jefe del Ejército, Juan Miguel Fuente-Alba, caso nombrado como Generalgate. En conversación con Tu Mañana, el abogado Mauricio Daza, manifestó que el caso Milicogate, es ""sólo la punta de un gran iceberg"", considerando las aristas en torno a Fuente-Alba y su círculo cercano, y la investigación por la participación de uniformados en AC Inversions. Asimismo, el jurista explicó que el ex comandante es investigado ""por el delito de enriquecimiento ilícito que castiga a aquellos empleados públicos que hayan aumentado de manera relevante e injustificada su patrimonio durante el período que ejercieron su cargo"". ""Obviamente esto tiene que ser indagado, independiente de lo que sucede con Milicogate, que es una causa posterior y que se involucra la utilización fraudulante de dinero vinculados con los aportes de la Ley Reservada del Cobre"", enfatizó. Daza indicó que lo que llama la atención en la investigación contra Fuente-Alba es que posee un patrimonio de más de 3.000 millones de pesos ""sin que exista ningún tipo de antecedente que justifique ese patrimonio"". ""Acá nadie ha señalado que esto viene de herencia, de negocios paralelos, de juego, de especulación inmobiliaria o el mercado de valores. No hay ninguna explicación respecto a estos 3.000 millones, y esto es un indicio muy fuerte para los efectos de investigar un enriquecimiento ilícito si es que se considera que un comandante en Jefe del Ejército no gana una cifra superior a los cuatro millones de pesos mensuales"", dijo. Aclaró que esta investigación podría derivar a otra arista, debido a que se indagará el origen de los cuestionados fondos. Foto: Agencia Uno",2016-05-02
5,692079.0,chile,horas24,https://www.24horas.cl/nacional/revelan-millonaria-venta-de-propiedades-de-fundacion-que-presidia-esposa-del-general-r-fuente-alba-2130127,Revelan millonaria venta de propiedades de fundación que presidía esposa del general (R) Fuente-Alba,"Una investigación llevada adelante por el sitio Ciper Chile, dio a conocer que entre los años 2011 y 2013 fueron vendidas propiedades donadas por el Estado a una fundación muy similar a CEMA Chile, la cual era presidida en ese entonces por Anita María Pinochet, esposa del ex comandante en jefe del Ejército, Juan Miguel Fuente-Alba. Según indica la cita publicación, el monto recaudado por la comercialización de los inmuebles fue de 928 millones de pesos. Pinochet estuvo a la cabeza de la Fundación de Señoras del Ejército entre 2010 y 2014. De hecho, la entidad fue creada durante la dictadura por la mujer de Augusto Pinochet, Lucía Hiriart. De acuerdo a los datos publicados en el reportaje, la institución recibió en 2004 seis propiedades avaluadas en $1.254 millones. Éstas fueron donadas por Jardines Infantiles y Navidad (FJIN), institución que también fue creada durante el régimen militar. Un dato que resalta la investigación es que durante el mismo período en que se vendieron las propiedades, Anita María Pinochet Ribbeck adquirió una serie de bienes que engrosaron el patrimonio familiar. Lo anterior no se condeciría con la realidad laboral de Pinochet antes de asumir sus nuevas labores. La mujer registraba trabajos esporádicos como secretaria ejecutiva bilingüe y profesora de ""cocina en microondas"". También acompañó a su marido en diferentes destinaciones en Chile y el extranjero. Estos nuevos antecedentes se suman a la investigación que se realiza al patrimonio del ex Comandante en Jefe del Ejército en el caso llamado ""MilicoGate"", dado a conocer por reportaje de Informe Especial. .storyVideoBody, controlBody1868493 {display:block; position:relative; margin:1em 0; padding:0; clear:both; overflow:hidden;width: 650px;}Informe Especial: Milicogate, corrupción en el EjércitoInforme Especial: Milicogate, corrupción en el EjércitoPlay Ver VideoPlay00:00MuteFull-Screenvar videoDurationMiddle = 0; //obtener duracion en segundos desde escenic var videoVolumeMiddle = 75; // volumen por defecto para el video var typeMiddle = 'vod'; // type = 'live' cuando sea en vivo var paramMiddle = { url:'http://mdstrm.com/video/5668e3877ca25fa65eeb326e.m3u8', duracion: videoDurationMiddle, imagen: '//www.24horas.cl/incoming/milicogatejpg-1868492/ALTERNATES/w620h350/milicoGate.JPG', volume: videoVolumeMiddle, controls: true, autoPlay: 0, relacionados:'1868493' }; var JW_Player=1; var diseno = { url: ""http://estaticos.24horas.cl/skins/2017/06/16/player/css/jw24horas.css?v=v24-05-2017"", name: ""24horas"" } var player1868493 = 'playerSecundario_1868493'; play(player1868493,paramMiddle); var changePlayerLayerControlMiddle_1868493 = false; var playButtonStopMiddle_1868493 = $("".controlBody1868493""); playButtonStopMiddle_1868493.on(""click"", function() { if(!changePlayerLayerControlMiddle_1868493){ $("".class_video-headerMiddle_1868493"" ).mouseenter(function() { $("".class_video-headerMiddle_1868493"" ).css({visibility:""visible"", opacity: 0.0}).animate({opacity: 1.0},200); $("".video-controlsMiddle_1868493"" ).css({visibility:""visible"", opacity: 0.0}).animate({opacity: 1.0},200); }).mouseleave(function(){ $("".class_video-headerMiddle_1868493"" ).animate({opacity: 0.0}, 200, function(){ $(this).css(""visibility"",""hidden""); }); if (Players[player1868493].getState() == 'playing'){ $("".video-controlsMiddle_1868493"" ).animate({opacity: 0.0}, 200, function(){ $(this).css(""visibility"",""hidden""); }); } }); $("".controlBody1868493"").animate({opacity: 0.0}, 200, function(){ $(this).css(""visibility"",""hidden""); }); $("".controlBody1868493"").trigger('mouseenter'); changePlayerLayerControlMiddle_1868493 = true; } Players[player1868493].pause(false); });Reportaje al millonario fraude al fisco desde el Ejército a través de la Ley Reservada del Cobre.VER MÁS VIDEOS Milicogate: Comisión responsabiliza a Fuente-Alba y dos ex subsecretarios",2016-09-09
6,810765.0,chile,horas24,https://www.24horas.cl/nacional/ministro-de-defensa-participa-en-comision-investigadora-por-caso-milicogate-1880159,"Ministro de Defensa participa en comisión investigadora por caso ""Milicogate""","El ministro de Defensa, José Antonio Gómez junto al Comandante en Jefe del Ejército, Humberto Oviedo, llegaron esta jornada hasta el Congreso para exponer en la comisión investigadora del denominado caso ""Milicogate"". La instancia busca investigar el fraude al interior del Ejército y que extrajo recursos de la Ley Reservada del Cobre a través de facturas falsas y supuestas compras que nunca se realizaron. El sistema de compra y de evaluación de proyectos fue parte de lo que explicó el ministro Gómez durante la exposición. El ministro de Defensa señaló que ""el Ejército desarrolla una labor importantísima para la República y si hay criminales al interior del Ejército que ya han sido despedidos y si es necesario seguir la investigación, así se va a hacer, así se ha comprometido el Comandante en Jefe del Ejército y así se compromete también el Ministerio de Defensa"". La comisión compuesta por 13 diputados cuenta con 120 días para investigar el caso y emitir un informe. 24HORAS TE RECOMIENDA Informe Especial: Milicogate, corrupción en el Ejército",2015-12-23
7,755070.0,chile,horas24,https://www.24horas.cl/nacional/generalgate-las-reacciones-en-redes-sociales-que-dejo-la-investigacion-de-informe-especial-2003324,#Generalgate: Las reacciones en redes sociales que dejó la investigación de Informe Especial,"La noche de este domingo, en el programa Informe Especial, se revelaron nuevos antecedentes sobre la investigación llamada ""Milicogate"" que llevó a indagar al alto mando del Ejército. El reportaje emitido durante 24Horas Central, se entregaron antecedentes exclusivos sobre la investigación al patrimonio del ex Comandante en Jefe del Ejército, el general Juan Miguel Fuente-Alba. El tema impactó a las redes sociales, las que no se quedaron ausente al tema, utilizando el hashtag #GeneralGate. Estas fueron sus opiniones. Como siempre, notable reportaje de Santiago Pavlovic en @TVN. Felicitaciones a todo el equipo realizador. #Generalgate #InformeEspecial— Ignacio Pérez Tuesta (@IPerezTuesta) 2 de mayo de 2016Bien raras las movidas del ex comandante en jefe del ejército #Generalgate— Andrea Fresard L. (@fresi_a) 2 de mayo de 2016Con un sueldo de 4 millones tiene esas propiedades y autos. Andaaaa #generalgate— Carola Salinero (@salygol) 2 de mayo de 2016Vamos por el camino virtuoso de la transparencia, están las herramientas, ahora los ciudadanos deben hacer su pega también #Generalgate— Igor Roco (@IgorRocoCristi) 2 de mayo de 2016Lo que pasa cuando soldados no saben de guerras, saben de corruptela #Audi #Generalgate— Fernando Verdugo (@fdoverdugo) 2 de mayo de 2016#Generalgate y pensar que por ejemplo el SII cerro Las Lanzas por una boleta de 3 lucas...y este General estará en su radar??— Juan Carlos (@juancascl) 2 de mayo de 2016La corrupción se instala porque nadie controla no se denuncia y no se investiga. Y además no se sanciona #Generalgate #milicogate #MHCC— Gabriel (@gabrifsar) 2 de mayo de 2016 Como siempre, notable reportaje de Santiago Pavlovic en @TVN. Felicitaciones a todo el equipo realizador. #Generalgate #InformeEspecial Bien raras las movidas del ex comandante en jefe del ejército #Generalgate Con un sueldo de 4 millones tiene esas propiedades y autos. Andaaaa #generalgate Vamos por el camino virtuoso de la transparencia, están las herramientas, ahora los ciudadanos deben hacer su pega también #Generalgate Lo que pasa cuando soldados no saben de guerras, saben de corruptela #Audi #Generalgate #Generalgate y pensar que por ejemplo el SII cerro Las Lanzas por una boleta de 3 lucas...y este General estará en su radar?? La corrupción se instala porque nadie controla no se denuncia y no se investiga. Y además no se sanciona #Generalgate #milicogate #MHCC",2016-05-02
8,6060312.0,chile,elciudadano,https://www.elciudadano.com/justicia/justicia-militar-debiera-saber-que-no-tiene-atribucion-alguna-para-exigir-que-un-periodista-revele-sus-fuentes/11/30/,“Justicia militar debiera saber que no tiene atribución alguna para exigir que un periodista revele sus fuentes”," Como una “preocupante situación para el ejercicio de la libertad de prensa y el periodismo de investigación” calificaron desde el Colegio de Periodistas de Chile las acciones que están llevando adelante tribunales militares, en el marco de una investigación sobre corrupción y desvío de fondos de la Ley Reservada del Cobre.  El caso, en el cual están involucrados varios oficiales del Ejército chileno, es conocido como “Milicogate”.Mauricio Weibel, periodista de The Clinic que desde agosto de este año ha publicado una serie de reportajes con reveladores antecedentes sobre la causa, fue citado a declarar el jueves pasado por el juez Rodrigo Acevedo de la IV Fiscalía Militar.  El magistrado es el encargado de pesquisar la filtración de información sobre la investigación matriz que lleva la VI Fiscalía Militar, para lo cual en días previos convocó al propietario y representante legal de The Clinic Pablo Dittborn, al director Patricio Fernández y a la editora Andrea Moletto.Según señalara Weibel, en el interrogatorio la autoridad militar le habría emplazado a revelar sus fuentes.“Estos hechos son de extrema gravedad.  En los tribunales castrenses debieran saber que ningún tribunal, ni civil ni militar, tiene atribuciones para vulnerar la ley, que es muy clara con respecto al derecho que tienen los periodistas, y los directores y editores de medios, a mantener en reserva sus fuentes informativas” expresaron en la organización profesional.googletag.cmd.push(function() { googletag.display('EC2021_SINGLE_INTEXT_02'); });La Ley sobre Libertades de Opinión e Información y Ejercicio del Periodismo establece en su artículo 7 que “los directores, editores de medios de comunicación social, las personas a quienes se refieren los artículos 5° y 6° y los corresponsales extranjeros que ejerzan su actividad en el país, tendrán derecho a mantener reserva sobre su fuente informativa, la que se extenderá a los elementos que obren en su poder y que permitan identificarla y no podrán ser obligados a revelarla ni aun judicialmente”.Incluso esto tiene implicancias internacionales toda vez que el sistema interamericano de derechos humanos protege el secreto de la fuente. En efecto, la Declaración de Principios sobre Libertad de Expresión de la Comisión Interamericana de Derechos Humanos de la Organización de Estados Americanos establece en su artículo octavo que “todo comunicador social tiene derecho a la reserva de sus fuentes de información, apuntes y archivos personales y profesionales”.Ante esto, el Colegio de Periodistas alertó que este tipo de acciones son “preocupantes para el ejercicio de la libertad de prensa y el periodismo de investigación”, ya que en los hechos pueden significar “tanto que los periodistas se coarten de usar este recurso y que quienes tengan información fundamental para develar situaciones en que esté en cuestión el interés público se sientan amedrentados”.En este sentido se sumaron al llamado de atención que en los últimos días hiciera la organización global Reporteros sin Fronteras, donde expresaron que “la justicia militar no tiene facultades para investigar casos de civiles y, en teoría, sólo debe tratar los expedientes relacionados directamente con el ejército”.  Agregaron que “según la versión oficial, estas cuatro personas fueron citadas a comparecer como testigos, pero en realidad fueron convocadas para que revelaran sus fuentes. Esto, a pesar de que Ley de Prensa chilena, al igual que las resoluciones de la Corte Interamericana de Derechos Humanos (CIDH) -que el Estado chileno tiene la obligación de respetar- garantizan el respeto del secreto de fuentes”.googletag.cmd.push(function() { googletag.display('EC2021_SINGLE_INTEXT_03'); });VER TAMBIÉN: Mauricio Weibel por Milicogate: Los fraudes en el Ejército son “traición a la Patria”Además: Milicogate: Denuncian persecución contra la prensaMauricio Weibel Como una “preocupante situación para el ejercicio de la libertad de prensa y el periodismo de investigación” calificaron desde el Colegio de Periodistas de Chile las acciones que están llevando adelante tribunales militares, en el marco de una investigación sobre corrupción y desvío de fondos de la Ley Reservada del Cobre.  El caso, en el cual están involucrados varios oficiales del Ejército chileno, es conocido como “Milicogate”. Mauricio Weibel, periodista de The Clinic que desde agosto de este año ha publicado una serie de reportajes con reveladores antecedentes sobre la causa, fue citado a declarar el jueves pasado por el juez Rodrigo Acevedo de la IV Fiscalía Militar.  El magistrado es el encargado de pesquisar la filtración de información sobre la investigación matriz que lleva la VI Fiscalía Militar, para lo cual en días previos convocó al propietario y representante legal de The Clinic Pablo Dittborn, al director Patricio Fernández y a la editora Andrea Moletto. Según señalara Weibel, en el interrogatorio la autoridad militar le habría emplazado a revelar sus fuentes. “Estos hechos son de extrema gravedad.  En los tribunales castrenses debieran saber que ningún tribunal, ni civil ni militar, tiene atribuciones para vulnerar la ley, que es muy clara con respecto al derecho que tienen los periodistas, y los directores y editores de medios, a mantener en reserva sus fuentes informativas” expresaron en la organización profesional. La Ley sobre Libertades de Opinión e Información y Ejercicio del Periodismo establece en su artículo 7 que “los directores, editores de medios de comunicación social, las personas a quienes se refieren los artículos 5° y 6° y los corresponsales extranjeros que ejerzan su actividad en el país, tendrán derecho a mantener reserva sobre su fuente informativa, la que se extenderá a los elementos que obren en su poder y que permitan identificarla y no podrán ser obligados a revelarla ni aun judicialmente”. Incluso esto tiene implicancias internacionales toda vez que el sistema interamericano de derechos humanos protege el secreto de la fuente. En efecto, la Declaración de Principios sobre Libertad de Expresión de la Comisión Interamericana de Derechos Humanos de la Organización de Estados Americanos establece en su artículo octavo que “todo comunicador social tiene derecho a la reserva de sus fuentes de información, apuntes y archivos personales y profesionales”. Ante esto, el Colegio de Periodistas alertó que este tipo de acciones son “preocupantes para el ejercicio de la libertad de prensa y el periodismo de investigación”, ya que en los hechos pueden significar “tanto que los periodistas se coarten de usar este recurso y que quienes tengan información fundamental para develar situaciones en que esté en cuestión el interés público se sientan amedrentados”. En este sentido se sumaron al llamado de atención que en los últimos días hiciera la organización global Reporteros sin Fronteras, donde expresaron que “la justicia militar no tiene facultades para investigar casos de civiles y, en teoría, sólo debe tratar los expedientes relacionados directamente con el ejército”.  Agregaron que “según la versión oficial, estas cuatro personas fueron citadas a comparecer como testigos, pero en realidad fueron convocadas para que revelaran sus fuentes. Esto, a pesar de que Ley de Prensa chilena, al igual que las resoluciones de la Corte Interamericana de Derechos Humanos (CIDH) -que el Estado chileno tiene la obligación de respetar- garantizan el respeto del secreto de fuentes”. VER TAMBIÉN: Mauricio Weibel por Milicogate: Los fraudes en el Ejército son “traición a la Patria”Además: Milicogate: Denuncian persecución contra la prensaMauricio Weibel VER TAMBIÉN: Mauricio Weibel por Milicogate: Los fraudes en el Ejército son “traición a la Patria” Además: Milicogate: Denuncian persecución contra la prensa Mauricio Weibel Mauricio Weibel",2015-11-30
9,6061187.0,chile,elciudadano,https://www.elciudadano.com/justicia/justicia-militar-debiera-saber-que-no-tiene-atribucion-alguna-para-exigir-que-un-periodista-revele-sus-fuentes/11/30/,“Justicia militar debiera saber que no tiene atribución alguna para exigir que un periodista revele sus fuentes”," Como una “preocupante situación para el ejercicio de la libertad de prensa y el periodismo de investigación” calificaron desde el Colegio de Periodistas de Chile las acciones que están llevando adelante tribunales militares, en el marco de una investigación sobre corrupción y desvío de fondos de la Ley Reservada del Cobre.  El caso, en el cual están involucrados varios oficiales del Ejército chileno, es conocido como “Milicogate”.Mauricio Weibel, periodista de The Clinic que desde agosto de este año ha publicado una serie de reportajes con reveladores antecedentes sobre la causa, fue citado a declarar el jueves pasado por el juez Rodrigo Acevedo de la IV Fiscalía Militar.  El magistrado es el encargado de pesquisar la filtración de información sobre la investigación matriz que lleva la VI Fiscalía Militar, para lo cual en días previos convocó al propietario y representante legal de The Clinic Pablo Dittborn, al director Patricio Fernández y a la editora Andrea Moletto.Según señalara Weibel, en el interrogatorio la autoridad militar le habría emplazado a revelar sus fuentes.“Estos hechos son de extrema gravedad.  En los tribunales castrenses debieran saber que ningún tribunal, ni civil ni militar, tiene atribuciones para vulnerar la ley, que es muy clara con respecto al derecho que tienen los periodistas, y los directores y editores de medios, a mantener en reserva sus fuentes informativas” expresaron en la organización profesional.googletag.cmd.push(function() { googletag.display('EC2021_SINGLE_INTEXT_02'); });La Ley sobre Libertades de Opinión e Información y Ejercicio del Periodismo establece en su artículo 7 que “los directores, editores de medios de comunicación social, las personas a quienes se refieren los artículos 5° y 6° y los corresponsales extranjeros que ejerzan su actividad en el país, tendrán derecho a mantener reserva sobre su fuente informativa, la que se extenderá a los elementos que obren en su poder y que permitan identificarla y no podrán ser obligados a revelarla ni aun judicialmente”.Incluso esto tiene implicancias internacionales toda vez que el sistema interamericano de derechos humanos protege el secreto de la fuente. En efecto, la Declaración de Principios sobre Libertad de Expresión de la Comisión Interamericana de Derechos Humanos de la Organización de Estados Americanos establece en su artículo octavo que “todo comunicador social tiene derecho a la reserva de sus fuentes de información, apuntes y archivos personales y profesionales”.Ante esto, el Colegio de Periodistas alertó que este tipo de acciones son “preocupantes para el ejercicio de la libertad de prensa y el periodismo de investigación”, ya que en los hechos pueden significar “tanto que los periodistas se coarten de usar este recurso y que quienes tengan información fundamental para develar situaciones en que esté en cuestión el interés público se sientan amedrentados”.En este sentido se sumaron al llamado de atención que en los últimos días hiciera la organización global Reporteros sin Fronteras, donde expresaron que “la justicia militar no tiene facultades para investigar casos de civiles y, en teoría, sólo debe tratar los expedientes relacionados directamente con el ejército”.  Agregaron que “según la versión oficial, estas cuatro personas fueron citadas a comparecer como testigos, pero en realidad fueron convocadas para que revelaran sus fuentes. Esto, a pesar de que Ley de Prensa chilena, al igual que las resoluciones de la Corte Interamericana de Derechos Humanos (CIDH) -que el Estado chileno tiene la obligación de respetar- garantizan el respeto del secreto de fuentes”.googletag.cmd.push(function() { googletag.display('EC2021_SINGLE_INTEXT_03'); });VER TAMBIÉN: Mauricio Weibel por Milicogate: Los fraudes en el Ejército son “traición a la Patria”Además: Milicogate: Denuncian persecución contra la prensaMauricio Weibel Como una “preocupante situación para el ejercicio de la libertad de prensa y el periodismo de investigación” calificaron desde el Colegio de Periodistas de Chile las acciones que están llevando adelante tribunales militares, en el marco de una investigación sobre corrupción y desvío de fondos de la Ley Reservada del Cobre.  El caso, en el cual están involucrados varios oficiales del Ejército chileno, es conocido como “Milicogate”. Mauricio Weibel, periodista de The Clinic que desde agosto de este año ha publicado una serie de reportajes con reveladores antecedentes sobre la causa, fue citado a declarar el jueves pasado por el juez Rodrigo Acevedo de la IV Fiscalía Militar.  El magistrado es el encargado de pesquisar la filtración de información sobre la investigación matriz que lleva la VI Fiscalía Militar, para lo cual en días previos convocó al propietario y representante legal de The Clinic Pablo Dittborn, al director Patricio Fernández y a la editora Andrea Moletto. Según señalara Weibel, en el interrogatorio la autoridad militar le habría emplazado a revelar sus fuentes. “Estos hechos son de extrema gravedad.  En los tribunales castrenses debieran saber que ningún tribunal, ni civil ni militar, tiene atribuciones para vulnerar la ley, que es muy clara con respecto al derecho que tienen los periodistas, y los directores y editores de medios, a mantener en reserva sus fuentes informativas” expresaron en la organización profesional. La Ley sobre Libertades de Opinión e Información y Ejercicio del Periodismo establece en su artículo 7 que “los directores, editores de medios de comunicación social, las personas a quienes se refieren los artículos 5° y 6° y los corresponsales extranjeros que ejerzan su actividad en el país, tendrán derecho a mantener reserva sobre su fuente informativa, la que se extenderá a los elementos que obren en su poder y que permitan identificarla y no podrán ser obligados a revelarla ni aun judicialmente”. Incluso esto tiene implicancias internacionales toda vez que el sistema interamericano de derechos humanos protege el secreto de la fuente. En efecto, la Declaración de Principios sobre Libertad de Expresión de la Comisión Interamericana de Derechos Humanos de la Organización de Estados Americanos establece en su artículo octavo que “todo comunicador social tiene derecho a la reserva de sus fuentes de información, apuntes y archivos personales y profesionales”. Ante esto, el Colegio de Periodistas alertó que este tipo de acciones son “preocupantes para el ejercicio de la libertad de prensa y el periodismo de investigación”, ya que en los hechos pueden significar “tanto que los periodistas se coarten de usar este recurso y que quienes tengan información fundamental para develar situaciones en que esté en cuestión el interés público se sientan amedrentados”. En este sentido se sumaron al llamado de atención que en los últimos días hiciera la organización global Reporteros sin Fronteras, donde expresaron que “la justicia militar no tiene facultades para investigar casos de civiles y, en teoría, sólo debe tratar los expedientes relacionados directamente con el ejército”.  Agregaron que “según la versión oficial, estas cuatro personas fueron citadas a comparecer como testigos, pero en realidad fueron convocadas para que revelaran sus fuentes. Esto, a pesar de que Ley de Prensa chilena, al igual que las resoluciones de la Corte Interamericana de Derechos Humanos (CIDH) -que el Estado chileno tiene la obligación de respetar- garantizan el respeto del secreto de fuentes”. VER TAMBIÉN: Mauricio Weibel por Milicogate: Los fraudes en el Ejército son “traición a la Patria”Además: Milicogate: Denuncian persecución contra la prensaMauricio Weibel VER TAMBIÉN: Mauricio Weibel por Milicogate: Los fraudes en el Ejército son “traición a la Patria” Además: Milicogate: Denuncian persecución contra la prensa Mauricio Weibel Mauricio Weibel",2015-11-30
